"type","generator","copyright","timestamp","features__type","features__properties__@id","features__properties__created_by","features__properties__leisure","features__geometry__type","features__geometry__coordinates__001","features__geometry__coordinates__002","features__id","features__properties__access","features__properties__name","features__properties__operator","features__properties__layer","features__properties__source","features__properties__natural","features__properties__tourism","features__properties__amenity","features__properties__website","features__properties__equipment","features__properties__shade","features__properties__wheelchair","features__properties__addr:city","features__properties__addr:housenumber","features__properties__addr:postcode","features__properties__addr:street","features__properties__phone","features__properties__opening_hours","features__properties__wikidata","features__properties__wikipedia","features__properties__name:en","features__properties__surface","features__properties__playground:theme","features__properties__addr:province","features__properties__description","features__properties__fee","features__properties__indoor"
"","","","","Feature","node/2818103601","","playground","Point","145.0594187","-37.670624","node/2818103601","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2819457990","","playground","Point","145.0293805","-37.7276508","node/2819457990","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2819461308","","playground","Point","145.0304726","-37.7286964","node/2819461308","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2819646737","","playground","Point","145.0106668","-37.6271613","node/2819646737","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2819646783","","playground","Point","145.0109616","-37.6339992","node/2819646783","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2819652359","","playground","Point","145.0312226","-37.6350893","node/2819652359","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2819701601","","playground","Point","144.9987098","-37.6182158","node/2819701601","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2820080514","","playground","Point","145.2123847","-37.8706716","node/2820080514","","","","","survey","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2820691088","","playground","Point","145.0486204","-37.6491796","node/2820691088","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2820765454","","playground","Point","145.0474734","-37.6677952","node/2820765454","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2822478210","","playground","Point","145.1011749","-37.8230742","node/2822478210","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2829273378","","playground","Point","145.008905","-37.7486951","node/2829273378","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2829370562","","playground","Point","145.0174766","-37.7449681","node/2829370562","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2829370568","","playground","Point","145.0174354","-37.7452345","node/2829370568","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2829370583","","playground","Point","145.0047439","-37.7504983","node/2829370583","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2843979699","","playground","Point","144.9781742","-37.7419547","node/2843979699","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2850584822","","playground","Point","145.023505","-37.6613443","node/2850584822","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2850584880","","playground","Point","145.0224036","-37.701069","node/2850584880","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2854259337","","playground","Point","145.1250496","-37.7645699","node/2854259337","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2868717809","","playground","Point","145.0887198","-37.5900423","node/2868717809","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2870078653","","playground","Point","144.8523225","-37.7333407","node/2870078653","","Kidz City","","","","","","","http://www.kidzcitykeilor.com.au/","","","","Keilor East","30","3033","Commercial Place","+61 3 9331 5133","","","","","","","","","",""
"","","","","Feature","node/2874141241","","playground","Point","144.7973268","-37.7020921","node/2874141241","","Junglemania","","","","","","","","","","","","","","","","Mo-Fr 09:00-15:30, Sa-Su 09:00-17:00","","","","","","","","",""
"","","","","Feature","node/2877495361","","playground","Point","145.1665191","-37.8496831","node/2877495361","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2877516860","","playground","Point","145.3181873","-37.7631232","node/2877516860","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2877549897","","playground","Point","145.1748018","-37.8500664","node/2877549897","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2903777701","","playground","Point","145.051524","-37.727977","node/2903777701","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2912650202","","playground","Point","144.7360942","-37.7191578","node/2912650202","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2916754053","","playground","Point","144.7723622","-37.7164746","node/2916754053","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2916775764","","playground","Point","144.7635283","-37.7115027","node/2916775764","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2916782411","","playground","Point","144.7861149","-37.7087165","node/2916782411","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2917215641","","playground","Point","145.2011802","-37.8071086","node/2917215641","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2952275440","","playground","Point","145.222149","-37.94579","node/2952275440","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2975320133","","playground","Point","145.0989068","-37.8441935","node/2975320133","","Playground","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2980566005","","playground","Point","144.8740949","-37.7872182","node/2980566005","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2981972966","","playground","Point","144.8397865","-37.8218376","node/2981972966","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2982739149","","playground","Point","145.1408134","-37.9669266","node/2982739149","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2982739171","","playground","Point","145.1412298","-37.9537781","node/2982739171","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2982739223","","playground","Point","145.1318917","-37.9569165","node/2982739223","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3027475380","","playground","Point","144.9666934","-37.7210145","node/3027475380","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3036612017","","playground","Point","145.0281792","-37.7073353","node/3036612017","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3051767468","","playground","Point","145.0811189","-37.6961918","node/3051767468","","Binnak Park Playground","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3051783174","","playground","Point","145.0799711","-37.6979582","node/3051783174","","Playground","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3051793663","","playground","Point","145.0813525","-37.6923237","node/3051793663","","Binnak Park Playground","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3066355834","","playground","Point","144.9916559","-37.8321486","node/3066355834","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3098529065","","playground","Point","145.040477","-37.7408391","node/3098529065","","Play","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3101138470","","playground","Point","145.1442841","-37.7769434","node/3101138470","","Ruffey Lake Park Victoria Street Playground","","","","","","","","","","","","","","","","","Q7377913","en:Ruffey Lake Park","","","","","","",""
"","","","","Feature","node/3103160070","","playground","Point","144.9739208","-37.7974865","node/3103160070","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3114695697","","playground","Point","145.0794744","-37.7993958","node/3114695697","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3114698221","","playground","Point","145.0446801","-37.7784457","node/3114698221","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3164310081","","playground","Point","144.8976825","-37.8135536","node/3164310081","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3195072973","","playground","Point","145.1266472","-37.692554","node/3195072973","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3195074085","","playground","Point","145.1274104","-37.6904072","node/3195074085","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3200919861","","playground","Point","145.03868","-37.886088","node/3200919861","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3221423076","","playground","Point","145.2308596","-37.794286","node/3221423076","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3221430137","","playground","Point","145.224205","-37.804228","node/3221430137","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3222799031","","playground","Point","145.0900615","-37.8017869","node/3222799031","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3222800116","","playground","Point","145.0855376","-37.8002674","node/3222800116","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3222800847","","playground","Point","145.094146","-37.7977734","node/3222800847","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3222993670","","playground","Point","145.1358432","-37.7691748","node/3222993670","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3224360394","","playground","Point","145.0500108","-37.7981237","node/3224360394","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3229514247","","playground","Point","145.3157041","-37.8567923","node/3229514247","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3233167282","","playground","Point","145.0393241","-37.6711609","node/3233167282","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3238968987","","playground","Point","145.0717046","-37.8085188","node/3238968987","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3238968997","","playground","Point","145.0763441","-37.8057511","node/3238968997","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3238969006","","playground","Point","145.083841","-37.8015065","node/3238969006","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3238969030","","playground","Point","145.0852188","-37.7899208","node/3238969030","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3238971772","","playground","Point","145.1127049","-37.8159653","node/3238971772","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3266614261","","playground","Point","145.0838875","-37.8174316","node/3266614261","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3266614262","","playground","Point","145.0841852","-37.8175587","node/3266614262","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3266620163","","playground","Point","145.211625","-37.8398944","node/3266620163","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3272722373","","playground","Point","145.1689768","-37.7965297","node/3272722373","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3277840961","","playground","Point","145.1753252","-37.817607","node/3277840961","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3277845187","","playground","Point","145.1795645","-37.8073489","node/3277845187","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3311150357","","playground","Point","145.236313","-37.8335343","node/3311150357","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3341519629","","playground","Point","145.172722","-37.9960398","node/3341519629","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3347326980","","playground","Point","145.3321627","-37.7782893","node/3347326980","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3355441675","","playground","Point","145.106912","-37.9317338","node/3355441675","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3371458709","","playground","Point","145.2862752","-37.873","node/3371458709","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3377583224","","playground","Point","145.2741383","-37.8338034","node/3377583224","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3392163002","","playground","Point","145.0632238","-37.6426391","node/3392163002","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3406577826","","playground","Point","145.1145429","-37.7904292","node/3406577826","","Acheron Reserve Playground","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3418638143","","playground","Point","144.9817369","-37.7941319","node/3418638143","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3424123514","","playground","Point","145.3256721","-38.0067364","node/3424123514","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3455348801","","playground","Point","145.1834251","-37.8070971","node/3455348801","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3487884007","","playground","Point","145.3219268","-38.0112418","node/3487884007","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3518548262","","playground","Point","144.9917575","-37.8029069","node/3518548262","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3528282648","","playground","Point","144.7668219","-37.7652778","node/3528282648","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3528282649","","playground","Point","144.7582361","-37.751297","node/3528282649","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3528326324","","playground","Point","144.7464357","-37.7497743","node/3528326324","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3529898326","","playground","Point","144.732505","-37.733258","node/3529898326","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3529926397","","playground","Point","144.7452675","-37.736917","node/3529926397","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3530709949","","playground","Point","144.7552993","-37.7499939","node/3530709949","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3538493153","","playground","Point","145.2671187","-37.8018012","node/3538493153","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3556220599","","playground","Point","144.7620799","-37.8727767","node/3556220599","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3645342484","","playground","Point","145.23599","-37.8365494","node/3645342484","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3658926386","","playground","Point","145.1163767","-37.794653","node/3658926386","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3660080153","","playground","Point","145.1338524","-37.7955428","node/3660080153","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3662215407","","playground","Point","144.9354808","-37.8369226","node/3662215407","","Port Melbourne Tennis Club Playground","","","survey","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3665378447","","playground","Point","144.944435","-37.8341824","node/3665378447","","","","","survey","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3672898722","","playground","Point","145.3458198","-37.9152008","node/3672898722","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3676159599","","playground","Point","145.0154204","-37.8190172","node/3676159599","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3692580949","","playground","Point","144.9412862","-37.8341738","node/3692580949","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3702273706","","playground","Point","144.920606","-37.8393403","node/3702273706","","","","","survey","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3708838962","","playground","Point","145.359109","-37.9167063","node/3708838962","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3711826641","","playground","Point","145.0786575","-37.7007328","node/3711826641","","City of Banyule","","","","","","","","","","","","","","","","24/7","","","","","","","","",""
"","","","","Feature","node/3711826642","","playground","Point","145.08925","-37.7021094","node/3711826642","","Watsonia North Park","City of Banyule","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3716610321","","playground","Point","145.325305","-37.7452025","node/3716610321","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3721474474","","playground","Point","144.9518241","-37.8332445","node/3721474474","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3751396876","","playground","Point","145.2316745","-37.8343211","node/3751396876","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3824209066","","playground","Point","145.0242993","-37.8313196","node/3824209066","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3833940361","","playground","Point","145.1968548","-37.999717","node/3833940361","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3838183016","","playground","Point","145.2796895","-37.8992764","node/3838183016","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3848445674","","playground","Point","145.0566212","-37.646457","node/3848445674","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3868636552","","playground","Point","144.8379347","-37.8325107","node/3868636552","","","","","Mapbox","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3886063389","","playground","Point","145.1689249","-37.821727","node/3886063389","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3901260573","","playground","Point","145.183554","-37.9902298","node/3901260573","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3939086768","","playground","Point","144.91716","-37.6495059","node/3939086768","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/3981525561","","playground","Point","145.3618935","-37.7598978","node/3981525561","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4011953333","","playground","Point","145.0688014","-37.621429","node/4011953333","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4034648989","","playground","Point","145.1005807","-37.8116321","node/4034648989","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4052015649","","playground","Point","145.0709648","-37.7323773","node/4052015649","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4127138520","","playground","Point","145.089887","-37.7706668","node/4127138520","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4153664976","","playground","Point","145.1933724","-37.9649632","node/4153664976","","Oakwood Park","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4153677831","","playground","Point","145.19","-37.9687","node/4153677831","","Edith McPherson Reserve","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4153677832","","playground","Point","145.19","-37.971","node/4153677832","private","Yarraman Kindergarten","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4153684886","","playground","Point","145.198","-37.9848","node/4153684886","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4188981789","","playground","Point","145.1733657","-38.0090797","node/4188981789","","Somerfield Drive North(13A) Reserve","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4188985732","","playground","Point","145.1573208","-38.0056917","node/4188985732","","152 Chapel Road Reserve","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4188988173","","playground","Point","145.1596041","-38.0026203","node/4188988173","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4192845108","","playground","Point","145.2146877","-37.9489372","node/4192845108","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4194708418","","playground","Point","144.7353658","-37.8840273","node/4194708418","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4210587677","","playground","Point","145.2487238","-37.9999502","node/4210587677","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4210587680","","playground","Point","145.2440353","-38.0000158","node/4210587680","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4213403548","","playground","Point","145.2933474","-37.7909127","node/4213403548","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4215087944","","playground","Point","145.2170276","-37.8947228","node/4215087944","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4215087950","","playground","Point","145.2185431","-37.8959314","node/4215087950","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4242200260","","playground","Point","144.9297403","-37.8384838","node/4242200260","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4273183171","","playground","Point","145.0934434","-37.7364127","node/4273183171","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4280037966","","playground","Point","145.3078646","-37.778795","node/4280037966","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4293932864","","playground","Point","144.9266296","-37.8370638","node/4293932864","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4293932865","","playground","Point","144.9251597","-37.8379407","node/4293932865","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4376120810","","playground","Point","145.3337431","-37.9033026","node/4376120810","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4376120817","","playground","Point","145.3335554","-37.9039365","node/4376120817","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4376632940","","playground","Point","144.710477","-37.5743088","node/4376632940","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4379178990","","playground","Point","145.078498","-37.9490622","node/4379178990","","Crocs Play Centre and Cafe","","","","","","","","","","","","","","","","","","","Crocs Play centre and cafe","","","","","",""
"","","","","Feature","node/4380159219","","playground","Point","144.9131352","-37.8412131","node/4380159219","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4423345600","","playground","Point","145.0730912","-37.7082039","node/4423345600","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4430227844","","playground","Point","145.1290413","-37.8148315","node/4430227844","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4451155414","","playground","Point","144.7022646","-37.5726913","node/4451155414","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4451155415","","playground","Point","144.6994982","-37.5716086","node/4451155415","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4481217990","","playground","Point","145.0336527","-37.6281468","node/4481217990","","","","","survey","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4548871072","","playground","Point","144.9660588","-37.8347283","node/4548871072","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4548871073","","playground","Point","144.9661165","-37.8348512","node/4548871073","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4548871074","","playground","Point","144.9657477","-37.8346859","node/4548871074","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4561566819","","playground","Point","145.3376897","-37.757308","node/4561566819","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4563336608","","playground","Point","145.2302959","-37.8586587","node/4563336608","","","","","survey","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4568649482","","playground","Point","144.9671139","-37.7210655","node/4568649482","yes","","","","","","","","","","","","","","","","","","","","","artificial_turf","","","","",""
"","","","","Feature","node/4568649483","","playground","Point","144.9672606","-37.7211107","node/4568649483","yes","","","","","","","","","","","","","","","","","","","","","artificial_turf","","","","",""
"","","","","Feature","node/4568659323","","playground","Point","144.9669049","-37.7209244","node/4568659323","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4568668164","","playground","Point","144.966355","-37.7211853","node/4568668164","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4568668165","","playground","Point","144.9664451","-37.7210497","node/4568668165","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4569931094","","playground","Point","145.2099768","-37.8359377","node/4569931094","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4583476973","","playground","Point","145.1595747","-37.7533665","node/4583476973","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4585103897","","playground","Point","145.1783322","-37.9336717","node/4585103897","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4627644683","","playground","Point","144.8750604","-37.7927742","node/4627644683","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4630398830","","playground","Point","144.865968","-37.7884517","node/4630398830","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4630864806","","playground","Point","144.8745643","-37.7927837","node/4630864806","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4630879573","","playground","Point","144.8812108","-37.7992947","node/4630879573","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4630879585","","playground","Point","144.8717748","-37.8046057","node/4630879585","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4639176560","","playground","Point","145.0060453","-37.9518165","node/4639176560","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4643506402","","playground","Point","144.9965614","-37.7224426","node/4643506402","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4652560483","","playground","Point","145.3039161","-37.778211","node/4652560483","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4662894876","","playground","Point","144.8767521","-37.7450929","node/4662894876","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4678136291","","playground","Point","144.8752086","-37.7214215","node/4678136291","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4681033770","","playground","Point","145.3211903","-37.8006534","node/4681033770","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4690223178","","playground","Point","144.7382154","-37.7324065","node/4690223178","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4690223215","","playground","Point","144.7468528","-37.7319249","node/4690223215","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4696746425","","playground","Point","144.8544317","-37.7605273","node/4696746425","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4696830491","","playground","Point","144.8727726","-37.756733","node/4696830491","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4776012055","","playground","Point","144.7726805","-37.8536605","node/4776012055","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4782390010","","playground","Point","144.8982102","-37.8194285","node/4782390010","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4790936469","","playground","Point","145.0390097","-37.8176251","node/4790936469","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4790942982","","playground","Point","145.0306761","-37.8078406","node/4790942982","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4792486586","","playground","Point","145.1438034","-37.958554","node/4792486586","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4792486591","","playground","Point","145.1526609","-37.9568284","node/4792486591","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4793231034","","playground","Point","144.7216178","-37.7156864","node/4793231034","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4814588575","","playground","Point","145.2314786","-37.8166217","node/4814588575","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4815115652","","playground","Point","145.0693122","-37.7875214","node/4815115652","","","","","","","","","","","","","","","","","","","","","","","","","","",""
