,145.1605496,-37.7774693,,,,,,,,,,,,,,,,,,,,,,
,144.7932618,-37.7029044,,,,,,,,,,,,,,,,,,,,,,
,144.8398893,-37.7937167,,,,,,,,,,,,,,,,,,,,,,
,145.0808216,-37.9434187,,,electric,,survey,,,,,,,,,,,,,,,,,
,145.0802444,-37.9438598,,,electric,,survey,,,,,,,,,,,,,,,,,
,144.5879856,-37.685411,,,,,,,,,,,,,,,,,,,,,,
,145.1361067,-37.9105328,,,,,,,,,,,,,,,,,,,,,,
,144.6576832,-37.85982,,,,,,,,,,,,,,,,,,,,,,
,144.9835871,-37.7890776,,,,,,,,yes,,,,,,,,,,,,,,
,145.4582556,-37.9303842,,,,,,,,,,,,,,,,,,,,,,
,145.4590456,-37.9302592,,,,,,,,,,,,,,,,,,,,,,
,145.4590367,-37.9298937,,,,,GPS,,,,,,,,,,,,,,246,246,GPS,
,144.9519214,-37.7955085,,,,,,,,,,,,,,,,,,,,,,
,145.064019,-37.7455091,,no,electric,,,,,,,,,,,,,,,,,,,
,145.2505728,-37.4927086,,,electric,,survey,,,,,,,,,,,,,,,,,
,145.250157,-37.4929495,,yes,electric,,survey,,,,,,,,,,,,,,,,,
,145.2501631,-37.4931507,,yes,electric,,survey,,,,,,,,,,,,,,,,,
,145.2502394,-37.4933125,,yes,electric,,survey,,,,,,,,,,,,,,,,,
,144.9220164,-37.6965306,,,electric,,,,,,,,,,,,,,,,,,,
,144.8507284,-37.6320305,,,,,,,,,,,,,,,,,,,,,,
,144.8504065,-37.6313614,,,,,,,,,,,,,,,,,,,,,,
,144.84917,-37.631372,,,,,,,,,,,,,,,,,,,,,,
,145.3492297,-37.9258038,,,,,,,,,,,,,,,,,,,,,,
,144.9659046,-37.8345906,,,,,,,,,,,,,,,,,,,,,,
,145.2958549,-38.1169696,,,,,,,,,,,,,,,,,,,,,,
,144.9665835,-37.7210079,,no,electric,,,,,yes,,,,,,,,,,,,,,
,145.1782675,-37.9335211,,no,electric,,,,,,,,,,,,,,,,,,,
,144.6143961,-37.9020465,,yes,electric,,,,,,,,,,,,,,,,,,,
,144.6209335,-37.9017011,,yes,electric,,,,,,,,,,,,,,,,,,,
,144.8691999,-37.7961707,,,,,,,,,,,,,,,,,,,,,,
,144.879378,-37.7947645,,,,,,,,,,,,,,,,,,,,,,
,144.8793029,-37.794773,,,,,,,,,,,,,,,,,,,,,,
,145.1347977,-37.9105252,,,,,survey,,,,,,,,,,,,,,,,,
,144.909851,-37.7473575,,no,electric,,,,,,,,,,,,,,,,,,,
,144.9047584,-37.7766798,,yes,electric,,,,,,,,,,,,,,,,,,,
,144.8542318,-37.7603958,,,,,,,,,,,,,,,,,,,,,,
,145.7487078,-37.5103904,,yes,electric,,,,,,,,,,,,,,,,,,,
,145.0579436,-37.7886837,,no,gas,,,,,,,,,,,,,,,,,,,
,145.0614787,-37.7978672,,no,gas,,,,,,,,,,,,,,,,,,,
,145.057617,-37.7897544,,no,gas,,,,,,,,,,,,,,,,,,,
,145.3465892,-37.8748829,,,,,,,,,,,,,,,,,,,,,,
,144.9672514,-37.8385814,,,,,,,,,,,,,,,,,,,,,,
,144.967207,-37.8387867,,,,,,,,,,,,,,,,,,,,,,
,144.9866438,-37.8112297,,,,,,,,,,,,,,,,,,,,,,
,144.4783017,-37.6863821,,no,,,,,,,,,,,,,,,,,,,,
,144.9248358,-37.5725048,,yes,,,,,,,,Need to confirm where in the park this is located exactly.,,,,,,,,,,,,
,144.9915382,-37.7123979,,,,,,,,,,,,,,,,,,,,,,
,144.8143673,-37.7962088,,,,,,,,,,,,,,,,,,,,,,
,144.6319401,-37.8861571,,,,,,,,,,,,,,,,,,,,,,
,144.632219,-37.8864197,,,,,,,,,,,,,,,,,,,,,,
,144.6319833,-37.8860319,,,,,,,,,,,,,,,,,,,,,,
,144.6722557,-37.8847571,,,,,,,,,,,,,,,,,,,,,,
,145.0684856,-37.8116827,,,,,,,,,,,,,,,,,,,,,,
,145.0684856,-37.8117272,,,,,,,,,,,,,,,,,,,,,,
,144.4990649,-37.9641679,,,,,,,,,,,,,,,,,,,,,,
,145.1444557,-37.7765353,,,,,,,,,,,,,,,,,,,,,,
,145.1445509,-37.7769765,,,,,,,,,,,,,,,,,,,,,,
,144.9800411,-37.7622334,,,electric,,,,,,,,,,,,,,,,,,,
,144.9418587,-37.8230456,,,,,,,,,,,,,,,,,,,,,,
,144.9367028,-37.822019,,,,,,,,,,,,,,,,,,,,,,
,145.1765693,-37.911339,,,,,,,,,,,,,,,,,,,,,,
,145.0600347,-38.2138032,,,,,,,,,,,,,,,,,,,,,,
,145.2483797,-38.0721367,,,,,,,,,,,,,,,,,,,,,,
,144.5795402,-37.4055083,,yes,,,,,,,,,,,,,,,,,,,,
,144.5794873,-37.4055025,,yes,,,,,,,,,,,,,,,,,,,,
,144.6474154,-37.880417,,,electric,,,,,,,,,,,,,,,,,,,
,145.2093395,-37.9810571,,,,,,,,,,,,,,,,,,,,,,
,145.2090862,-37.9810274,,,,,,,,,,,,,,,,,,,,,,
,145.0866108,-37.7044511,,no,,,,,,,,,,,,,,,,,,,,
,144.916187,-37.8397713,,,,,,,,,,,,,,,,,,,,,,
,144.9184179,-37.8394607,,,,,,,,,,,,,,,,,,,,,,
,145.0017877,-37.6276968,,,,,,,,,,,,,,,,,,,,,,
,145.0059502,-37.627116,,,,,,,,,,,,,,,,,,,,,,
,145.1258315,-37.8484056,,,,,,,,,,,,,,,,,,,,,,
,144.8981128,-37.8142041,,,,,,,,,,,,,,,,,,,,,,
,145.401266,-37.8758943,,yes,electric,,,,,,,,,,,,,,,,,,,
,145.2952067,-37.9996294,,,,,,,,,,,,,,,,,,,,,,
,144.5656799,-37.7885656,,,,,,,,,,,,,,,,,,,,,,
,144.9821775,-37.7486254,,,,,,,,,,,,,,,,,,,,,,
,145.1722645,-37.7462652,,,,,,,,,,,,,,,,,,,,,,
,144.4329803,-37.65452,,,,,,,,,,,,,,,,,,,,,,
,145.3698647,-37.88838,,,,,,,,,,,,,,,,,,,,,,
,145.36985,-37.8881668,,,,,,,,,,,,,,,,,,,,,,
,144.4405464,-37.6733711,,,,,,,,,,,,,,,,,,,,,,
,144.4405548,-37.6732592,,,,,,,,,,,,,,,,,,,,,,
,144.4359696,-37.686579,,,,,,,,,,,,,,,,,,,,,,
,145.133796,-37.59859,,,electric,,,,,,,,,,,,,,,,,,,
,145.2100671,-37.9662811,,,,,,,,,,,,,,,,,,,,,,
,145.3465298,-37.8749735,,yes,electric,,,,,,,,,,,,,,,,,,,
,145.3687711,-37.8535478,,,,,,,,,,,,,,,,,,,,,,
,144.9692116,-37.7029358,,,,,,,,,,,,,,,,,,,,,,
,144.9704621,-37.7143787,,,electric,,,,,,,,,,,,,,,,,,,
,145.0209864,-37.923125,,,,,,,,,,,,,,,,,,,,,,
,144.413465,-38.0370221,,,electric,,,,,,,,,,,,,,,,,,,
,145.0467453,-37.7224813,,,gas,,,,,,,,,,,,,,,,,,,
,145.0802774,-37.9433599,,,,,,,,,,,,,,,,,,,,,,
,144.9634814,-37.797959,,,,,,,,,,,,,,,,,,,,,,
,145.2255167,-37.8737217,,yes,,,,,,,,,,,,,,,,,,,,
,145.686433,-37.7542271,,yes,gas,,,,,,,,,,,,,,,,,,,
,144.9991503,-37.9398134,,no,electric,,,,,,,,,,,,,,,,,,,
,145.2624798,-37.8692471,,yes,,,,,,,,,,,,,,,,,,,,
,145.1303991,-37.9025175,,no,gas,,,,,,,,,,,,,,,,,,,
,145.2917284,-37.8901073,,yes,electric,,,,,,,,,,,,,,,,,,,
,144.9531387,-37.7743479,,,,,,,,,,,,,,,,,,,,,,
,144.8930612,-37.7647002,,,,,,,,,,,,,,,,,,,,,,
,145.2676642,-37.8391012,,yes,electric,,,,,,,,,,,,,,,,,,,
,145.2098507,-38.0383599,,,,,,,,,,,,,,,,,,,,,,
,145.2091323,-38.0385759,,,,,,,,,,,,,,,,,,,,,,
,145.0086497,-37.6981692,,,,,,,,,,,,,,,,,,,,,,
,144.7349547,-37.7026182,,yes,electric,,,,,yes,,,,"Two grills, free operation.",,,,,,,,,,
,145.1560746,-37.9421544,,,gas,,,,,,,,,,,,,,,,,,,
,145.1267968,-37.9359789,,,,,,,,,,,,,,,,,,,,,,
,145.3008672,-37.780893,,,,,,,,,,,,,,,,,,,,,,
,145.043948,-37.8772134,,no,,,,,,,,,,,,,,,,,,,,
,145.0445157,-37.8772206,,,,,,,,,,,,,,,,,,,,,,
,145.1134702,-38.0524712,,,,,,,,,,,,,,,,,,,,,,
,145.1137862,-38.0524563,,,,,,,,,,,,,,,,,,,,,,
,145.1184138,-38.1438082,,,,,,,,,,,,,,,,,,,,,,
,145.0895265,-37.8973347,,yes,,,,,,,,,,,,,,,,,,,,
,145.0603701,-37.989315,,,,,survey,,,,,,,,,,,,,,,,,
,145.00685,-37.6765717,,,,,,,,,,,,,,,,,,,,,,
,144.9930408,-37.7682398,,,,,,,,,,,,,,,,,,,,,,
,145.1556562,-37.9970498,,,,,,,,,,,,,,,,,,,,,,
,145.1557481,-37.9970493,,,,,,,,,,,,,,,,,,,,,,
,145.1170347,-38.1462325,,,,,,,,,,,,,,,,,,,,,,
,145.3173252,-37.8907049,,,,,,,,,,,,,,,,,,,,,,
,145.3177131,-37.8905464,,yes,,,,,,,,,,,,,,,,,,,,
,145.31785,-37.8895626,,,,,,,,,,,,,,,,,,,,,,
,145.3169936,-37.8912446,,,,,,,,,,,,,,,,,,,,,,
,145.3194906,-37.8725511,,,,,,,,,,,,,,,,,,,,,,
,145.3171655,-37.8910641,,,,,,,,,,,,,,,,,,,,,,
,145.317249,-37.8909099,,,,,,,,,,,,,,,,,,,,,,
,145.0523036,-37.9509631,,,,,survey,,,,,,,,,,,,,,,,,
,145.1255239,-38.103864,,,,,,,,,,approx location only,,,,,,,,,,,,
,145.0146312,-37.9599259,,,,,survey,,,,,,,,,,,,,,,,,
,144.9641964,-37.8212576,,,,,,,,,,,,,,,,,,,,,,
,144.959221,-37.8008141,,,,,,,,permissive,,,,,,,,,,,,,,University of Melbourne
,144.9831484,-37.7859107,,no,gas,,,,,,,,,,,,,,,,,,,
,145.0157286,-37.9758764,,,,,survey,,,,,,,,,,,,,,,,,
,145.0155409,-37.9759208,,,,,survey,,,,,,,,,,,,,,,,,
,145.0490946,-37.9649009,,no,,,survey,,,,,,,,,,,,,,,,,
,145.130307,-37.9127957,,yes,electric,,,,,yes,,,,,,,,,,,,,,
,145.1250453,-37.7166755,,yes,electric,,,,,,,,,,,,,,,,,,,
,144.9510462,-37.7950528,,,,,,,,,,,,,,,,,,,,,,
,145.0503223,-37.828425,,,,,,,,,,,,,,,,,,,,,,
,144.963809,-37.7970335,,,,,,,,,,,,,,,,,,,,,,
,144.9629449,-37.7980536,,,,,,,,,,,,,,,,,,,,,,
,144.9617872,-37.7990584,,,,,,,,,,,,,,,,,,,,,,
,145.2252929,-37.860749,,,,,,,,,,,,,,,,,,,,,,
,145.3588101,-37.9167764,,,electric,,,,,,,,,,,,,,,,,,,
,145.3598079,-37.916713,,,electric,,,,,,,,,,,,,,,,,,,
,145.0539941,-37.6807869,,,,,,,,,,,,,,,,,,,,,,
,144.9423298,-37.8205514,,yes,gas,,,,,,,,,,,,,,,,,,,
,144.9453282,-37.8205479,,no,,,,,,,,,,,,,,,,,,,,
,144.9448729,-37.8204982,,no,,,,,,,,,,,,,,,,,,,,
,144.8898682,-37.6143891,,,,,,,,,,,,,,,,,,,,,,
,145.0383545,-37.7541375,,,electric,,,,,,,,,,,,,,,,,,,
,145.038299,-37.7542528,,,electric,,,,,,,,,,,,,,,,,,,
,145.1261624,-37.7004003,,,,,,,,,,,,,,,,,,,,,,
,144.9750997,-37.8200876,,,,,,,,,,,,,,,,,,,,,,
,144.9748099,-37.8198173,,,,,,,,,,,,,,,,,,,,,,
,144.9460792,-37.8196488,,,,,,,,,,,,,,,,,,,,,,
,144.9465268,-37.8208681,,,,,,,,,,,,,,,,,,,,,,
,145.0091925,-37.6255235,,,,,,,,,,,,,,,,,,,,,,
,145.0048701,-37.6223409,,,,,,,,,,,,,,,,,,,,,,
,145.5500088,-37.6426378,,no,gas,,,,,,,,,,,,,,,,,,,
,145.2168773,-37.9919203,,,,,,,,,,,,,,,,,,,,,,
,144.9833845,-37.8278556,,,,,,,,,,,,,,,,,,,,,,
,144.9829526,-37.827781,,,,,,,,,,,,,,,,,,,,,,
,144.9826798,-37.8277265,,,,,,,,,,,,,,,,,,,,,,
,144.9824133,-37.8276745,,,,,,,,,,,,,,,,,,,,,,
,144.9816671,-37.8274463,,,,,,,,,,,,,,,,,,,,,,
,144.9819374,-37.827542,,,,,,,,,,,,,,,,,,,,,,
,145.2166774,-37.9917592,,,,,,,,,,,,,,,,,,,,,,
,145.0154686,-37.6300708,,,,,,,,,,,,,,,,,,,,,,
,144.9180957,-37.5765588,,,,,,,,,,,,,,,,,,,,,,
,144.9180322,-37.5766161,,,,,,,,,,,,,,,,,,,,,,
,144.5505888,-38.1686061,,,,,,,,,,,,,,,,,,,,,,
,145.680887,-37.7068218,,,,,,,,,,,,,,,,,,,,,,
,145.0032016,-37.7914629,,,electric,,,,,,,,,,,,,,,,,,,
,144.997046,-37.798985,,,electric,,,,,,,,,,,,,,,,,,,
,144.9867792,-37.8216741,,,,,,,,,,,,,,,,,,,,,,
,145.2032449,-38.0060952,,,,,,,,,,,,,,,,,,,,,,
,145.2030446,-38.0059511,,,,,,,,,,,,,,,,,,,,,,
,145.0944087,-37.8547689,,,electrical,,,,,,,,,,,,,,,,,,,
,144.7708419,-37.8856326,,,,,,,,,,,,,,,,,,,,,,
,144.8943936,-37.8310962,,,,,,,,,,,,,,,,,,,,,,
,144.9365514,-37.8379995,,no,electric,,,,,,,,,,,,,,,,,,,
,145.1615482,-37.8239741,,,gas,,,,,,,,,,,,,,,,,,,
,145.0438133,-37.742795,,,gas,,,,,publioc,,,,,,,,,,,,,,
,144.9390926,-37.7561068,,no,electric,,,,,,,,,,,,,,,,,,,
,145.0491558,-37.8404659,,,,,,,,,,,,,,,,,,,,,,
,144.9398273,-37.7608363,,,,,,,,,,,,,,,,,,,,,,
,145.0715403,-37.8322465,,,electric,,,,,yes,,,,,,,,,,,,,,
,144.597145,-37.4654878,,,,,,,,,,,,,,,,,,,,,,
,144.9461895,-37.7854587,,,,,,,,,,,,,,,,,,,,,,
,144.9871179,-37.7725627,,,,,,,,,,,,,,,,,,,,,,
,145.1647102,-38.092279,,,,,,,,,,,,,,,,,,,,,,
,144.9523205,-37.7336645,,,,,,,,,,,,,,,,,,,,,,
,145.0644272,-37.6707381,,,,,,,,,,,,,,,,,,,,,,
